"station","date","year","month","doy","rain","tmax","tmin"
"Dodoma",1981-03-21,1981,3,80,0,32.1,18.4
"Dodoma",1981-03-22,1981,3,81,NA,31.7,21.2
"Dodoma",1981-03-23,1981,3,82,0,32.2,21.7
"Dodoma",1981-03-24,1981,3,83,0,31.6,21.3
"Dodoma",1981-03-25,1981,3,84,NA,33.6,17.7
"Dodoma",1981-03-26,1981,3,85,0,30.8,19
"Dodoma",1981-03-27,1981,3,86,0,34,21
"Dodoma",1981-03-28,1981,3,87,0,34.5,17.9
"Dodoma",1981-03-29,1981,3,88,0,30,20.4
"Dodoma",1981-03-30,1981,3,89,0,36.4,19.6
"Dodoma",1981-03-31,1981,3,90,0,35.4,22.3
"Dodoma",1981-04-01,1981,4,91,0,36.4,20.1
"Dodoma",1981-04-02,1981,4,92,0,34,19.2
"Dodoma",1981-04-03,1981,4,93,0,38.2,19.7
"Dodoma",1981-04-04,1981,4,94,0,35.4,20.6
"Dodoma",1981-04-05,1981,4,95,0,34.3,21.5
"Dodoma",1981-04-06,1981,4,96,10.2,33.8,23.6
"Dodoma",1981-04-07,1981,4,97,NA,31.8,20.9
"Dodoma",1981-04-08,1981,4,98,4.7,35.1,18.9
"Dodoma",1981-04-09,1981,4,99,0,34.1,26
"Dodoma",1981-04-10,1981,4,100,NA,37.2,21.7
"Dodoma",1981-04-11,1981,4,101,0,35.4,21.2
"Dodoma",1981-04-12,1981,4,102,0,32.6,24.9
"Dodoma",1981-04-13,1981,4,103,0,32.4,22
"Dodoma",1981-04-14,1981,4,104,0,36.6,21.7
"Dodoma",1981-04-15,1981,4,105,0,35.2,21.1
"Dodoma",1981-04-16,1981,4,106,1.5,33.4,20.9
"Dodoma",1981-04-17,1981,4,107,0,33.1,23.2
"Dodoma",1981-04-18,1981,4,108,0,30.8,22.6
"Dodoma",1981-04-19,1981,4,109,0,35.3,22.5
"Dodoma",1981-04-20,1981,4,110,0,35.2,21.1
"Dodoma",1981-04-21,1981,4,111,0,37.6,20
"Dodoma",1981-04-22,1981,4,112,0,38.2,19.8
"Dodoma",1981-04-23,1981,4,113,0,32.2,22.7
"Dodoma",1981-04-24,1981,4,114,0,34.1,21.7
"Dodoma",1981-04-25,1981,4,115,NA,32.9,18.8
"Dodoma",1981-04-26,1981,4,116,0,35,24.1
"Dodoma",1981-04-27,1981,4,117,0,37.4,22.8
"Dodoma",1981-04-28,1981,4,118,0,34.5,21.2
"Dodoma",1981-04-29,1981,4,119,0,35.6,24.5
"Dodoma",1981-04-30,1981,4,120,0,40.6,22.2
"Dodoma",1981-05-01,1981,5,121,0,33.5,19.6
"Dodoma",1981-05-02,1981,5,122,0,34.8,22.5
"Dodoma",1981-05-03,1981,5,123,0,32.5,21.1
"Dodoma",1981-05-04,1981,5,124,0,31.9,23.4
"Dodoma",1981-05-05,1981,5,125,0,32.7,19.7
"Dodoma",1981-05-06,1981,5,126,0,38.1,23.1
"Dodoma",1981-05-07,1981,5,127,0,33,23.4
"Dodoma",1981-05-08,1981,5,128,0,37.5,21.9
"Dodoma",1981-05-09,1981,5,129,0,36.1,22.7
"Dodoma",1981-05-10,1981,5,130,0,35.6,20.7
"Dodoma",1981-05-11,1981,5,131,0,35,21.6
"Dodoma",1981-05-12,1981,5,132,0,35.2,21.8
"Dodoma",1981-05-13,1981,5,133,0,36.3,23.6
"Dodoma",1981-05-14,1981,5,134,1.3,35.8,22.4
"Dodoma",1981-05-15,1981,5,135,0,32.5,22.9
"Dodoma",1981-05-16,1981,5,136,0,35.2,20.9
"Dodoma",1981-05-17,1981,5,137,0,36.7,21
"Dodoma",1981-05-18,1981,5,138,0,35.2,20.7
"Dodoma",1981-05-19,1981,5,139,NA,35.5,23.3
"Dodoma",1981-05-20,1981,5,140,0,34.3,22.1
"Dodoma",1981-05-21,1981,5,141,0,38,22.3
"Dodoma",1981-05-22,1981,5,142,0,31.3,21.7
"Dodoma",1981-05-23,1981,5,143,0,33.6,20.6
"Dodoma",1981-05-24,1981,5,144,0,37.9,22.7
"Dodoma",1981-05-25,1981,5,145,0,33.1,22.8
"Dodoma",1981-05-26,1981,5,146,0,36.7,22.7
"Dodoma",1981-05-27,1981,5,147,0,38.7,22.3
"Dodoma",1981-05-28,1981,5,148,0,33.2,22.9
"Dodoma",1981-05-29,1981,5,149,0,35.4,22.4
"Dodoma",1981-05-30,1981,5,150,0,37.9,21.6
"Dodoma",1981-05-31,1981,5,151,0.3,35.1,20.5
"Dodoma",1981-06-01,1981,6,152,0,36.4,19.5
"Dodoma",1981-06-02,1981,6,153,0,30.4,19.8
"Dodoma",1981-06-03,1981,6,154,0,39.2,23.1
"Dodoma",1981-06-04,1981,6,155,0,31.2,21.6
"Dodoma",1981-06-05,1981,6,156,0,34,21.2
"Dodoma",1981-06-06,1981,6,157,0,32.3,22.8
"Dodoma",1981-06-07,1981,6,158,0.2,36,21.1
"Dodoma",1981-06-08,1981,6,159,0,37,23.8
"Dodoma",1981-06-09,1981,6,160,0,38.2,23
"Dodoma",1981-06-10,1981,6,161,0.1,32.5,20
"Dodoma",1981-06-11,1981,6,162,0,38.4,22.3
"Dodoma",1981-06-12,1981,6,163,0,35.1,19.9
"Dodoma",1981-06-13,1981,6,164,4.6,33.1,22.6
"Dodoma",1981-06-14,1981,6,165,0,36.2,21.3
"Dodoma",1981-06-15,1981,6,166,0.7,36.6,20.4
"Dodoma",1981-06-16,1981,6,167,0,31.6,21.4
"Dodoma",1981-06-17,1981,6,168,NA,31.5,21.1
"Dodoma",1981-06-18,1981,6,169,0,34.5,21
"Dodoma",1981-06-19,1981,6,170,2.2,35.1,24
"Dodoma",1981-06-20,1981,6,171,20.7,33.5,19.2
"Dodoma",1981-06-21,1981,6,172,0,32.8,22.2
"Dodoma",1981-06-22,1981,6,173,0,36.4,21
"Dodoma",1981-06-23,1981,6,174,0.7,37.3,20.8
"Dodoma",1981-06-24,1981,6,175,0,33.6,21.9
"Dodoma",1981-06-25,1981,6,176,0,36,19.9
"Dodoma",1981-06-26,1981,6,177,0,32.7,23
"Dodoma",1981-06-27,1981,6,178,4.4,32.9,21.4
"Dodoma",1981-06-28,1981,6,179,0,35.1,20.3
"Dodoma",1981-06-29,1981,6,180,NA,34,24.6
"Dodoma",1981-06-30,1981,6,181,0,33.7,19.7
"Dodoma",1981-07-01,1981,7,182,3.6,31.1,20.3
"Dodoma",1981-07-02,1981,7,183,1.1,33.7,20.3
"Dodoma",1981-07-03,1981,7,184,5.9,32,17.3
"Dodoma",1981-07-04,1981,7,185,0,31.7,22.1
"Dodoma",1981-07-05,1981,7,186,1.6,36.5,19.2
"Dodoma",1981-07-06,1981,7,187,0,30.8,20.5
"Dodoma",1981-07-07,1981,7,188,1,32.1,21.2
"Dodoma",1981-07-08,1981,7,189,NA,29,20.5
"Dodoma",1981-07-09,1981,7,190,7.9,31.2,21.6
"Dodoma",1981-07-10,1981,7,191,0,31.6,21.4
"Dodoma",1981-07-11,1981,7,192,7.7,34.8,21.2
"Dodoma",1981-07-12,1981,7,193,0,31.9,19.1
"Dodoma",1981-07-13,1981,7,194,0,35.1,21
"Dodoma",1981-07-14,1981,7,195,0,36.2,17.4
"Dodoma",1981-07-15,1981,7,196,0.2,31.9,18.6
"Dodoma",1981-07-16,1981,7,197,25.2,32.5,20.4
"Dodoma",1981-07-17,1981,7,198,9,31.4,19.8
"Dodoma",1981-07-18,1981,7,199,3.8,34.4,19
"Dodoma",1981-07-19,1981,7,200,22.5,31.9,21.8
"Dodoma",1981-07-20,1981,7,201,0,30.1,18.8
"Dodoma",1981-07-21,1981,7,202,2.3,31.8,20.6
"Dodoma",1981-07-22,1981,7,203,17.1,32.9,19.5
"Dodoma",1981-07-23,1981,7,204,0,28.8,20.9
"Dodoma",1981-07-24,1981,7,205,0,33,18.3
"Dodoma",1981-07-25,1981,7,206,7.8,33.9,19.8
"Dodoma",1981-07-26,1981,7,207,0,30.9,18.4
"Dodoma",1981-07-27,1981,7,208,0.7,31.2,19.5
"Dodoma",1981-07-28,1981,7,209,0.5,29.1,17.2
"Dodoma",1981-07-29,1981,7,210,0,30.2,19.7
"Dodoma",1981-07-30,1981,7,211,0.2,33.5,19.9
"Dodoma",1981-07-31,1981,7,212,2.3,31.3,16.6
"Dodoma",1981-08-01,1981,8,213,0,31,16.2
"Dodoma",1981-08-02,1981,8,214,6.4,27.9,18.9
"Dodoma",1981-08-03,1981,8,215,0,32.6,18.9
"Dodoma",1981-08-04,1981,8,216,0,31,17.1
"Dodoma",1981-08-05,1981,8,217,0,30.6,16.4
"Dodoma",1981-08-06,1981,8,218,0,29,20
"Dodoma",1981-08-07,1981,8,219,9.5,27.7,17.9
"Dodoma",1981-08-08,1981,8,220,1.9,26.6,17.6
"Dodoma",1981-08-09,1981,8,221,0,29.9,19.9
"Dodoma",1981-08-10,1981,8,222,0,28.3,20.6
"Dodoma",1981-08-11,1981,8,223,21,30.3,17.7
"Dodoma",1981-08-12,1981,8,224,0,29.7,19
"Dodoma",1981-08-13,1981,8,225,NA,31.9,18.2
"Dodoma",1981-08-14,1981,8,226,0,30.1,16.9
"Dodoma",1981-08-15,1981,8,227,4.4,31,17.7
"Dodoma",1981-08-16,1981,8,228,0,25.7,18.4
"Dodoma",1981-08-17,1981,8,229,0,30.4,20.7
"Dodoma",1981-08-18,1981,8,230,2.4,30.7,15.8
"Dodoma",1981-08-19,1981,8,231,NA,30.7,17.4
"Dodoma",1981-08-20,1981,8,232,4.7,29.8,17.3
"Dodoma",1981-08-21,1981,8,233,9,26,17
"Dodoma",1981-08-22,1981,8,234,17.4,29,16.9
"Dodoma",1981-08-23,1981,8,235,0,24.6,16.1
"Dodoma",1981-08-24,1981,8,236,1.3,28,13
"Dodoma",1981-08-25,1981,8,237,0,29.5,16.8
"Dodoma",1981-08-26,1981,8,238,0.5,30.7,17.5
"Dodoma",1981-08-27,1981,8,239,0,29.7,16.4
"Dodoma",1981-08-28,1981,8,240,0,27.6,17.1
"Dodoma",1981-08-29,1981,8,241,0,29.5,16.7
"Dodoma",1981-08-30,1981,8,242,6.6,31.2,17.9
"Dodoma",1981-08-31,1981,8,243,0,27.3,18.5
"Dodoma",1981-09-01,1981,9,244,0,28.2,16.5
"Dodoma",1981-09-02,1981,9,245,0,29,17.2
"Dodoma",1981-09-03,1981,9,246,0,27.5,15.8
"Dodoma",1981-09-04,1981,9,247,0,27.7,15.3
"Dodoma",1981-09-05,1981,9,248,20.9,30.3,18.1
"Dodoma",1981-09-06,1981,9,249,0,30.4,17
"Dodoma",1981-09-07,1981,9,250,0,27.2,14.6
"Dodoma",1981-09-08,1981,9,251,1,30.5,14
"Dodoma",1981-09-09,1981,9,252,1.4,25,18.8
"Dodoma",1981-09-10,1981,9,253,0,25.6,17.4
"Dodoma",1981-09-11,1981,9,254,0,28,14.1
"Dodoma",1981-09-12,1981,9,255,0,27.3,17
"Dodoma",1981-09-13,1981,9,256,0,28,18.1
"Dodoma",1981-09-14,1981,9,257,1.6,26.8,17.7
"Dodoma",1981-09-15,1981,9,258,0,24.5,15.5
"Dodoma",1981-09-16,1981,9,259,26.5,28.2,13.7
"Dodoma",1981-09-17,1981,9,260,0,26.8,15.4
"Dodoma",1981-09-18,1981,9,261,NA,29.7,15.2
"Dodoma",1981-09-19,1981,9,262,0,30.1,16.1
"Dodoma",1981-09-20,1981,9,263,0,26.5,17.5
"Dodoma",1981-09-21,1981,9,264,0,29.7,16.7
"Dodoma",1981-09-22,1981,9,265,0,30,15
"Dodoma",1981-09-23,1981,9,266,0,23,15.6
"Dodoma",1981-09-24,1981,9,267,0,28.5,17.1
"Dodoma",1981-09-25,1981,9,268,0,23.7,16.6
"Dodoma",1981-09-26,1981,9,269,0,27.4,16.5
"Dodoma",1981-09-27,1981,9,270,0,25.7,13.2
"Dodoma",1981-09-28,1981,9,271,17.7,26.2,15.1
"Dodoma",1981-09-29,1981,9,272,0,28.3,15.5
"Dodoma",1981-09-30,1981,9,273,0,26.2,17.7
"Dodoma",1981-10-01,1981,10,274,0,23.3,17.2
"Dodoma",1981-10-02,1981,10,275,0,28.9,13.7
"Dodoma",1981-10-03,1981,10,276,0,23.8,15.6
"Dodoma",1981-10-04,1981,10,277,0,29.2,14.9
"Dodoma",1981-10-05,1981,10,278,0,27.5,15
"Dodoma",1981-10-06,1981,10,279,NA,26.8,13.2
"Dodoma",1981-10-07,1981,10,280,0,20.8,13.7
"Dodoma",1981-10-08,1981,10,281,0,22.7,17.1
"Dodoma",1981-10-09,1981,10,282,0,22.4,15.4
"Dodoma",1981-10-10,1981,10,283,0,22,13.7
"Dodoma",1981-10-11,1981,10,284,0,22.6,12.1
"Dodoma",1981-10-12,1981,10,285,0,26.5,14.2
"Dodoma",1981-10-13,1981,10,286,0,25.7,16.1
"Dodoma",1981-10-14,1981,10,287,0,24,15.8
"Dodoma",1981-10-15,1981,10,288,0,27.8,13
"Dodoma",1981-10-16,1981,10,289,0,24.1,16.1
"Dodoma",1981-10-17,1981,10,290,0,24.8,14
"Dodoma",1981-10-18,1981,10,291,0,24.5,14.4
"Dodoma",1981-10-19,1981,10,292,0,22.6,13.8
"Dodoma",1981-10-20,1981,10,293,0,29.5,15
"Dodoma",1981-10-21,1981,10,294,0,28.7,11.6
"Dodoma",1981-10-22,1981,10,295,0,22,15.8
"Dodoma",1981-10-23,1981,10,296,0,24.7,16.4
"Dodoma",1981-10-24,1981,10,297,0,21.4,16.3
"Dodoma",1981-10-25,1981,10,298,0,26.1,11.8
"Dodoma",1981-10-26,1981,10,299,0,25.5,12.3
"Dodoma",1981-10-27,1981,10,300,0,24.2,13.5
"Dodoma",1981-10-28,1981,10,301,0,21.7,14.6
"Dodoma",1981-10-29,1981,10,302,0,23.8,14.1
"Dodoma",1981-10-30,1981,10,303,0,27.6,13.9
"Dodoma",1981-10-31,1981,10,304,0,21.4,13.1
"Dodoma",1981-11-01,1981,11,305,0,23.1,16.4
"Dodoma",1981-11-02,1981,11,306,0,25.3,16.6
"Dodoma",1981-11-03,1981,11,307,0,27.3,12.2
"Dodoma",1981-11-04,1981,11,308,0,23.8,12.7
"Dodoma",1981-11-05,1981,11,309,0,18.6,12.9
"Dodoma",1981-11-06,1981,11,310,0,30.3,14
"Dodoma",1981-11-07,1981,11,311,0,22.9,11.1
"Dodoma",1981-11-08,1981,11,312,0,28,13.7
"Dodoma",1981-11-09,1981,11,313,0,23,13
"Dodoma",1981-11-10,1981,11,314,0,25.4,13.2
"Dodoma",1981-11-11,1981,11,315,0,23.6,14.2
"Dodoma",1981-11-12,1981,11,316,0,24.9,11.4
"Dodoma",1981-11-13,1981,11,317,0,24.6,13.7
"Dodoma",1981-11-14,1981,11,318,0,22.1,12.5
"Dodoma",1981-11-15,1981,11,319,0,24.7,11.9
"Dodoma",1981-11-16,1981,11,320,0,24.9,12.3
"Dodoma",1981-11-17,1981,11,321,0,26.7,11.4
"Dodoma",1981-11-18,1981,11,322,0,23.5,15.4
"Dodoma",1981-11-19,1981,11,323,0,28.8,14.4
"Dodoma",1981-11-20,1981,11,324,0,26.3,14.3
"Dodoma",1981-11-21,1981,11,325,NA,23.1,14.1
"Dodoma",1981-11-22,1981,11,326,0,22.9,14.8
"Dodoma",1981-11-23,1981,11,327,0,27,15.7
"Dodoma",1981-11-24,1981,11,328,0,25.3,15.1
"Dodoma",1981-11-25,1981,11,329,11.3,22.2,11.1
"Dodoma",1981-11-26,1981,11,330,0,21.4,14.8
"Dodoma",1981-11-27,1981,11,331,0,26.7,14
"Dodoma",1981-11-28,1981,11,332,0,25.2,13.7
"Dodoma",1981-11-29,1981,11,333,0,27.3,14.4
"Dodoma",1981-11-30,1981,11,334,0,22.9,12.8
"Dodoma",1981-12-01,1981,12,335,0,27.4,19.3
"Dodoma",1981-12-02,1981,12,336,0,23.8,14.8
"Dodoma",1981-12-03,1981,12,337,1,23.5,15.4
"Dodoma",1981-12-04,1981,12,338,0,22.9,13.1
"Dodoma",1981-12-05,1981,12,339,0,25.6,14.3
"Dodoma",1981-12-06,1981,12,340,0,23.1,15.5
"Dodoma",1981-12-07,1981,12,341,0.1,27.6,12.4
"Dodoma",1981-12-08,1981,12,342,0,24.8,13.8
"Dodoma",1981-12-09,1981,12,343,0,26.5,12.8
"Dodoma",1981-12-10,1981,12,344,0,25.9,15.1
"Dodoma",1981-12-11,1981,12,345,0,24.1,14.7
"Dodoma",1981-12-12,1981,12,346,0,23,12.3
"Dodoma",1981-12-13,1981,12,347,0,24.9,13.6
"Dodoma",1981-12-14,1981,12,348,0,23,14.3
"Dodoma",1981-12-15,1981,12,349,0,22.9,12.8
"Dodoma",1981-12-16,1981,12,350,0,26.3,15.1
"Dodoma",1981-12-17,1981,12,351,0,25.2,14.3
"Dodoma",1981-12-18,1981,12,352,9.5,28,16.4
"Dodoma",1981-12-19,1981,12,353,24.4,27.8,13.9
"Dodoma",1981-12-20,1981,12,354,0,22.7,14.9
"Dodoma",1981-12-21,1981,12,355,0.8,28,13
"Dodoma",1981-12-22,1981,12,356,0,28.5,15.5
"Dodoma",1981-12-23,1981,12,357,6,26.8,14.3
"Dodoma",1981-12-24,1981,12,358,0.5,23.5,12
"Dodoma",1981-12-25,1981,12,359,1.3,27.1,14.9
"Dodoma",1981-12-26,1981,12,360,0,28.8,15.5
"Dodoma",1981-12-27,1981,12,361,6.8,25.3,16.1
"Dodoma",1981-12-28,1981,12,362,8.7,27.1,15.8
"Dodoma",1981-12-29,1981,12,363,1.3,29.4,15
"Dodoma",1981-12-30,1981,12,364,0,28.8,17
"Dodoma",1981-12-31,1981,12,365,0.3,26.1,17.6
"Dodoma",1982-01-01,1982,1,1,0,30,13.2
"Dodoma",1982-01-02,1982,1,2,0,26.4,16
"Dodoma",1982-01-03,1982,1,3,0,24.6,15.6
"Dodoma",1982-01-04,1982,1,4,0.4,26,11.7
"Dodoma",1982-01-05,1982,1,5,14.8,28.3,16.3
"Dodoma",1982-01-06,1982,1,6,3,28.7,15
"Dodoma",1982-01-07,1982,1,7,0,29.3,16
"Dodoma",1982-01-08,1982,1,8,0,29.3,15.5
"Dodoma",1982-01-09,1982,1,9,0,27.4,15.8
"Dodoma",1982-01-10,1982,1,10,0,27.7,13.5
"Dodoma",1982-01-11,1982,1,11,0,26.9,13.9
"Dodoma",1982-01-12,1982,1,12,0.4,27.6,14.5
"Dodoma",1982-01-13,1982,1,13,NA,30.8,15.4
"Dodoma",1982-01-14,1982,1,14,0,24.2,17
"Dodoma",1982-01-15,1982,1,15,1.4,30.6,15.4
"Dodoma",1982-01-16,1982,1,16,4.2,27,17
"Dodoma",1982-01-17,1982,1,17,0,27.1,15
"Dodoma",1982-01-18,1982,1,18,0,29.7,18.5
"Dodoma",1982-01-19,1982,1,19,0.1,25.9,16.3
"Dodoma",1982-01-20,1982,1,20,5.6,29.5,15.9
"Dodoma",1982-01-21,1982,1,21,21.9,28.4,18
"Dodoma",1982-01-22,1982,1,22,9.6,28.5,15.7
"Dodoma",1982-01-23,1982,1,23,9.9,27.2,17.2
"Dodoma",1982-01-24,1982,1,24,8,29.7,14
"Dodoma",1982-01-25,1982,1,25,7.3,30.1,15.2
"Dodoma",1982-01-26,1982,1,26,10.6,27.2,13.6
"Dodoma",1982-01-27,1982,1,27,NA,27.9,16
"Dodoma",1982-01-28,1982,1,28,0,30.1,17.3
"Dodoma",1982-01-29,1982,1,29,0,30,16.4
"Dodoma",1982-01-30,1982,1,30,0,25.1,15.9
"Dodoma",1982-01-31,1982,1,31,0,29.1,18.5
"Dodoma",1982-02-01,1982,2,32,28.9,25.8,15.9
"Dodoma",1982-02-02,1982,2,33,2.3,30.6,18.3
"Dodoma",1982-02-03,1982,2,34,0,29.3,18.1
"Dodoma",1982-02-04,1982,2,35,0,28.4,16
"Dodoma",1982-02-05,1982,2,36,0,29.8,17.7
"Dodoma",1982-02-06,1982,2,37,NA,28.5,16
"Dodoma",1982-02-07,1982,2,38,0.5,31.1,19
"Dodoma",1982-02-08,1982,2,39,16.5,30.6,19
"Dodoma",1982-02-09,1982,2,40,7.5,26.4,17
"Dodoma",1982-02-10,1982,2,41,NA,32.1,21
"Dodoma",1982-02-11,1982,2,42,6.8,31.9,18.1
"Dodoma",1982-02-12,1982,2,43,3.5,31.2,18.7
"Dodoma",1982-02-13,1982,2,44,0,32.8,18.5
"Dodoma",1982-02-14,1982,2,45,0.6,31.8,19.3
"Dodoma",1982-02-15,1982,2,46,0,28.6,15.7
"Dodoma",1982-02-16,1982,2,47,0,27.3,18.7
"Dodoma",1982-02-17,1982,2,48,0,30.3,16.1
"Dodoma",1982-02-18,1982,2,49,0,35.5,19.2
"Dodoma",1982-02-19,1982,2,50,0,31.5,18.1
"Dodoma",1982-02-20,1982,2,51,0,27.6,20.6
"Dodoma",1982-02-21,1982,2,52,5.5,30.2,20
"Dodoma",1982-02-22,1982,2,53,3.8,30.9,20.1
"Dodoma",1982-02-23,1982,2,54,0,32,19.2
"Dodoma",1982-02-24,1982,2,55,19,30.3,17.5
"Dodoma",1982-02-25,1982,2,56,1,34.2,19.2
"Dodoma",1982-02-26,1982,2,57,0,32.1,22.8
"Dodoma",1982-02-27,1982,2,58,4.9,31.1,18.9
"Dodoma",1982-02-28,1982,2,59,0.1,28.9,20
"Dodoma",1982-03-01,1982,3,60,0,31.7,18.8
"Dodoma",1982-03-02,1982,3,61,15.4,26.2,21.2
"Dodoma",1982-03-03,1982,3,62,0,31.1,18.9
"Dodoma",1982-03-04,1982,3,63,3.1,29.6,18.3
"Dodoma",1982-03-05,1982,3,64,0,32.4,21.7
"Dodoma",1982-03-06,1982,3,65,4,33.1,20.2
"Dodoma",1982-03-07,1982,3,66,0,30.4,21.6
"Dodoma",1982-03-08,1982,3,67,2.9,30,19.2
"Dodoma",1982-03-09,1982,3,68,0,32.6,20.1
"Dodoma",1982-03-10,1982,3,69,3,30.4,21.9
"Dodoma",1982-03-11,1982,3,70,0,28.6,18.3
"Dodoma",1982-03-12,1982,3,71,0,30.2,20
"Dodoma",1982-03-13,1982,3,72,7.4,33.4,16.2
"Dodoma",1982-03-14,1982,3,73,0,32.8,20.1
"Dodoma",1982-03-15,1982,3,74,0,26.3,18.4
"Dodoma",1982-03-16,1982,3,75,1.5,30,19.2
"Dodoma",1982-03-17,1982,3,76,0,34.5,17.6
"Dodoma",1982-03-18,1982,3,77,1.2,33.3,20.6
"Dodoma",1982-03-19,1982,3,78,0,30.8,21.6
"Dodoma",1982-03-20,1982,3,79,0,34.2,20.8
"Dodoma",1982-03-21,1982,3,80,NA,33.3,20.4
"Dodoma",1982-03-22,1982,3,81,0,33.2,18.1
"Dodoma",1982-03-23,1982,3,82,0,30.1,18.4
"Dodoma",1982-03-24,1982,3,83,0,29.2,20.9
"Dodoma",1982-03-25,1982,3,84,0,30.9,23.9
"Dodoma",1982-03-26,1982,3,85,0,37.1,20
"Dodoma",1982-03-27,1982,3,86,0,32.5,23.8
"Dodoma",1982-03-28,1982,3,87,5.3,32.5,19.9
"Dodoma",1982-03-29,1982,3,88,3.9,33,20.4
"Dodoma",1982-03-30,1982,3,89,0,33.5,21
"Dodoma",1982-03-31,1982,3,90,0,34,22.3
"Dodoma",1982-04-01,1982,4,91,0,35.6,24.1
"Dodoma",1982-04-02,1982,4,92,0,35,22
"Dodoma",1982-04-03,1982,4,93,1,38.5,20.2
"Dodoma",1982-04-04,1982,4,94,17.6,37.7,20.1
"Dodoma",1982-04-05,1982,4,95,0,36.1,21.9
"Dodoma",1982-04-06,1982,4,96,0,29.8,19.6
"Dodoma",1982-04-07,1982,4,97,1.4,37.1,20.3
"Dodoma",1982-04-08,1982,4,98,0,34.5,21.2
"Dodoma",1982-04-09,1982,4,99,0,35.7,19.2
"Dodoma",1982-04-10,1982,4,100,0,32.6,23.1
"Dodoma",1982-04-11,1982,4,101,0,35.6,21.6
"Dodoma",1982-04-12,1982,4,102,11.1,37.6,19.6
"Dodoma",1982-04-13,1982,4,103,0,34.6,20.2
"Dodoma",1982-04-14,1982,4,104,0,33.3,20.9
"Dodoma",1982-04-15,1982,4,105,0,35.5,21.1
"Dodoma",1982-04-16,1982,4,106,0,35.2,22.3
"Dodoma",1982-04-17,1982,4,107,0,34.3,22.4
"Dodoma",1982-04-18,1982,4,108,0,30.5,21.7
"Dodoma",1982-04-19,1982,4,109,14.1,35.3,19.9
"Dodoma",1982-04-20,1982,4,110,0,34.5,22
"Dodoma",1982-04-21,1982,4,111,0,35.2,20.7
"Dodoma",1982-04-22,1982,4,112,0,35.7,20.8
"Dodoma",1982-04-23,1982,4,113,0,35,20.1
"Dodoma",1982-04-24,1982,4,114,0,36.1,23.9
"Dodoma",1982-04-25,1982,4,115,0,34.9,20.9
"Dodoma",1982-04-26,1982,4,116,0,36,24.4
"Dodoma",1982-04-27,1982,4,117,0,30.1,18.2
"Dodoma",1982-04-28,1982,4,118,0,36.5,22.2
"Dodoma",1982-04-29,1982,4,119,0,34.6,23
"Dodoma",1982-04-30,1982,4,120,0,37.2,22.7
"Dodoma",1982-05-01,1982,5,121,0,29.8,22.1
"Dodoma",1982-05-02,1982,5,122,0,39.3,18.2
"Dodoma",1982-05-03,1982,5,123,0,34.9,22.1
"Dodoma",1982-05-04,1982,5,124,0,38.1,23.2
"Dodoma",1982-05-05,1982,5,125,0,35.8,23.4
"Dodoma",1982-05-06,1982,5,126,0,36.6,20.9
"Dodoma",1982-05-07,1982,5,127,0,37.2,22.2
"Dodoma",1982-05-08,1982,5,128,0,33.1,20.6
"Dodoma",1982-05-09,1982,5,129,0,36.2,21.7
"Dodoma",1982-05-10,1982,5,130,NA,35.3,21.4
"Dodoma",1982-05-11,1982,5,131,0,33.3,21.2
"Dodoma",1982-05-12,1982,5,132,0,30.5,22.7
"Dodoma",1982-05-13,1982,5,133,NA,36.1,23
"Dodoma",1982-05-14,1982,5,134,0,36.1,22.5
"Dodoma",1982-05-15,1982,5,135,0,35.5,21.4
"Dodoma",1982-05-16,1982,5,136,0,34,22.6
"Dodoma",1982-05-17,1982,5,137,0,34.7,21.3
"Dodoma",1982-05-18,1982,5,138,0,35,24.5
"Dodoma",1982-05-19,1982,5,139,0,35.9,21.8
"Dodoma",1982-05-20,1982,5,140,0,38,21.1
"Dodoma",1982-05-21,1982,5,141,0,35.8,20.6
"Dodoma",1982-05-22,1982,5,142,7.3,36.3,22.1
"Dodoma",1982-05-23,1982,5,143,0,36.6,22.5
"Dodoma",1982-05-24,1982,5,144,0,34.2,22.8
"Dodoma",1982-05-25,1982,5,145,0,34.4,22.1
"Dodoma",1982-05-26,1982,5,146,0,36.5,20.6
"Dodoma",1982-05-27,1982,5,147,0,36.1,22.2
"Dodoma",1982-05-28,1982,5,148,0,34,23
"Dodoma",1982-05-29,1982,5,149,0,35.8,22.7
"Dodoma",1982-05-30,1982,5,150,0,37.4,22.5
"Dodoma",1982-05-31,1982,5,151,0,35.3,22.4
"Dodoma",1982-06-01,1982,6,152,0,35.1,20.5
"Dodoma",1982-06-02,1982,6,153,0,36.4,23
"Dodoma",1982-06-03,1982,6,154,0,37.2,21
"Dodoma",1982-06-04,1982,6,155,3.8,33.8,26.3
"Dodoma",1982-06-05,1982,6,156,1.8,37.2,20
"Dodoma",1982-06-06,1982,6,157,8.5,36.3,20.8
"Dodoma",1982-06-07,1982,6,158,0,36,22.6
"Dodoma",1982-06-08,1982,6,159,0,37.1,21.6
"Dodoma",1982-06-09,1982,6,160,0,34.6,20.7
"Dodoma",1982-06-10,1982,6,161,0,33.4,23.1
"Dodoma",1982-06-11,1982,6,162,0,35.1,23.3
"Dodoma",1982-06-12,1982,6,163,NA,34.3,24.3
"Dodoma",1982-06-13,1982,6,164,NA,35.6,20.6
"Dodoma",1982-06-14,1982,6,165,0,35.5,18.1
